aggregate_industry,goods_vs_services,naics
manufacturing,goods,3329
manufacturing,goods,3330
manufacturing,goods,3331
manufacturing,goods,3332
manufacturing,goods,3333
manufacturing,goods,3334
manufacturing,goods,3335
manufacturing,goods,3336
manufacturing,goods,3337
manufacturing,goods,3338
manufacturing,goods,3339
manufacturing,goods,3366
manufacturing,goods,3361
manufacturing,goods,3362
manufacturing,goods,3363
manufacturing,goods,3364
manufacturing,goods,3365
manufacturing,goods,3369
manufacturing,goods,3130
manufacturing,goods,3131
manufacturing,goods,3132
manufacturing,goods,3133
manufacturing,goods,3134
manufacturing,goods,3135
manufacturing,goods,3136
manufacturing,goods,3137
manufacturing,goods,3138
manufacturing,goods,3139
manufacturing,goods,3140
manufacturing,goods,3141
manufacturing,goods,3142
manufacturing,goods,3143
manufacturing,goods,3144
manufacturing,goods,3145
manufacturing,goods,3146
manufacturing,goods,3147
manufacturing,goods,3148
manufacturing,goods,3149
manufacturing,goods,3150
manufacturing,goods,3151
manufacturing,goods,3152
manufacturing,goods,3153
manufacturing,goods,3154
manufacturing,goods,3155
manufacturing,goods,3156
manufacturing,goods,3157
manufacturing,goods,3158
manufacturing,goods,3159
manufacturing,goods,3160
manufacturing,goods,3161
manufacturing,goods,3162
manufacturing,goods,3163
manufacturing,goods,3164
manufacturing,goods,3165
manufacturing,goods,3166
manufacturing,goods,3167
manufacturing,goods,3168
manufacturing,goods,3169
manufacturing,goods,3230
manufacturing,goods,3231
manufacturing,goods,3232
manufacturing,goods,3233
manufacturing,goods,3234
manufacturing,goods,3235
manufacturing,goods,3236
manufacturing,goods,3237
manufacturing,goods,3238
manufacturing,goods,3239
manufacturing,goods,3240
manufacturing,goods,3241
manufacturing,goods,3242
manufacturing,goods,3243
manufacturing,goods,3244
manufacturing,goods,3245
manufacturing,goods,3246
manufacturing,goods,3247
manufacturing,goods,3248
manufacturing,goods,3249
manufacturing,goods,3250
manufacturing,goods,3251
manufacturing,goods,3252
manufacturing,goods,3253
manufacturing,goods,3254
manufacturing,goods,3255
manufacturing,goods,3256
manufacturing,goods,3257
manufacturing,goods,3258
manufacturing,goods,3259
manufacturing,goods,3260
manufacturing,goods,3261
manufacturing,goods,3262
manufacturing,goods,3263
manufacturing,goods,3264
manufacturing,goods,3265
manufacturing,goods,3266
manufacturing,goods,3267
manufacturing,goods,3268
manufacturing,goods,3269
manufacturing,goods,3270
manufacturing,goods,3271
manufacturing,goods,3272
manufacturing,goods,3273
manufacturing,goods,3274
manufacturing,goods,3275
manufacturing,goods,3276
manufacturing,goods,3277
manufacturing,goods,3278
manufacturing,goods,3279
manufacturing,goods,3340
manufacturing,goods,3341
manufacturing,goods,3342
manufacturing,goods,3343
manufacturing,goods,3344
manufacturing,goods,3345
manufacturing,goods,3346
manufacturing,goods,3347
manufacturing,goods,3348
manufacturing,goods,3349
manufacturing,goods,3350
manufacturing,goods,3351
manufacturing,goods,3352
manufacturing,goods,3353
manufacturing,goods,3354
manufacturing,goods,3355
manufacturing,goods,3356
manufacturing,goods,3357
manufacturing,goods,3358
manufacturing,goods,3359
manufacturing,goods,3370
manufacturing,goods,3371
manufacturing,goods,3372
manufacturing,goods,3373
manufacturing,goods,3374
manufacturing,goods,3375
manufacturing,goods,3376
manufacturing,goods,3377
manufacturing,goods,3378
manufacturing,goods,3379
manufacturing,goods,3390
manufacturing,goods,3391
manufacturing,goods,3392
manufacturing,goods,3393
manufacturing,goods,3394
manufacturing,goods,3395
manufacturing,goods,3396
manufacturing,goods,3397
manufacturing,goods,3398
manufacturing,goods,3399
wholesale_trade,services,4100
wholesale_trade,services,4101
wholesale_trade,services,4102
wholesale_trade,services,4103
wholesale_trade,services,4104
wholesale_trade,services,4105
wholesale_trade,services,4106
wholesale_trade,services,4107
wholesale_trade,services,4108
wholesale_trade,services,4109
wholesale_trade,services,4110
wholesale_trade,services,4111
wholesale_trade,services,4112
wholesale_trade,services,4113
wholesale_trade,services,4114
wholesale_trade,services,4115
wholesale_trade,services,4116
wholesale_trade,services,4117
wholesale_trade,services,4118
wholesale_trade,services,4119
wholesale_trade,services,4120
wholesale_trade,services,4121
wholesale_trade,services,4122
wholesale_trade,services,4123
wholesale_trade,services,4124
wholesale_trade,services,4125
wholesale_trade,services,4126
wholesale_trade,services,4127
wholesale_trade,services,4128
wholesale_trade,services,4129
wholesale_trade,services,4130
wholesale_trade,services,4131
wholesale_trade,services,4132
wholesale_trade,services,4133
wholesale_trade,services,4134
wholesale_trade,services,4135
wholesale_trade,services,4136
wholesale_trade,services,4137
wholesale_trade,services,4138
wholesale_trade,services,4139
wholesale_trade,services,4140
wholesale_trade,services,4141
wholesale_trade,services,4142
wholesale_trade,services,4143
wholesale_trade,services,4144
wholesale_trade,services,4145
wholesale_trade,services,4146
wholesale_trade,services,4147
wholesale_trade,services,4148
wholesale_trade,services,4149
wholesale_trade,services,4150
wholesale_trade,services,4151
wholesale_trade,services,4152
wholesale_trade,services,4153
wholesale_trade,services,4154
wholesale_trade,services,4155
wholesale_trade,services,4156
wholesale_trade,services,4157
wholesale_trade,services,4158
wholesale_trade,services,4159
wholesale_trade,services,4160
wholesale_trade,services,4161
wholesale_trade,services,4162
wholesale_trade,services,4163
wholesale_trade,services,4164
wholesale_trade,services,4165
wholesale_trade,services,4166
wholesale_trade,services,4167
wholesale_trade,services,4168
wholesale_trade,services,4169
wholesale_trade,services,4170
wholesale_trade,services,4171
wholesale_trade,services,4172
wholesale_trade,services,4173
wholesale_trade,services,4174
wholesale_trade,services,4175
wholesale_trade,services,4176
wholesale_trade,services,4177
wholesale_trade,services,4178
wholesale_trade,services,4179
wholesale_trade,services,4180
wholesale_trade,services,4181
wholesale_trade,services,4182
wholesale_trade,services,4183
wholesale_trade,services,4184
wholesale_trade,services,4185
wholesale_trade,services,4186
wholesale_trade,services,4187
wholesale_trade,services,4188
wholesale_trade,services,4189
wholesale_trade,services,4190
wholesale_trade,services,4191
wholesale_trade,services,4192
wholesale_trade,services,4193
wholesale_trade,services,4194
wholesale_trade,services,4195
wholesale_trade,services,4196
wholesale_trade,services,4197
wholesale_trade,services,4198
wholesale_trade,services,4199
retail_trade,services,4410
retail_trade,services,4411
retail_trade,services,4412
retail_trade,services,4413
retail_trade,services,4414
retail_trade,services,4415
retail_trade,services,4416
retail_trade,services,4417
retail_trade,services,4418
retail_trade,services,4419
retail_trade,services,4460
retail_trade,services,4461
retail_trade,services,4462
retail_trade,services,4463
retail_trade,services,4464
retail_trade,services,4465
retail_trade,services,4466
retail_trade,services,4467
retail_trade,services,4468
retail_trade,services,4469
retail_trade,services,4541
retail_trade,services,4420
retail_trade,services,4421
retail_trade,services,4422
retail_trade,services,4423
retail_trade,services,4424
retail_trade,services,4425
retail_trade,services,4426
retail_trade,services,4427
retail_trade,services,4428
retail_trade,services,4429
retail_trade,services,4430
retail_trade,services,4431
retail_trade,services,4432
retail_trade,services,4433
retail_trade,services,4434
retail_trade,services,4435
retail_trade,services,4436
retail_trade,services,4437
retail_trade,services,4438
retail_trade,services,4439
retail_trade,services,4440
retail_trade,services,4441
retail_trade,services,4442
retail_trade,services,4443
retail_trade,services,4444
retail_trade,services,4445
retail_trade,services,4446
retail_trade,services,4447
retail_trade,services,4448
retail_trade,services,4449
retail_trade,services,4450
retail_trade,services,4451
retail_trade,services,4452
retail_trade,services,4453
retail_trade,services,4454
retail_trade,services,4455
retail_trade,services,4456
retail_trade,services,4457
retail_trade,services,4458
retail_trade,services,4459
retail_trade,services,4470
retail_trade,services,4471
retail_trade,services,4472
retail_trade,services,4473
retail_trade,services,4474
retail_trade,services,4475
retail_trade,services,4476
retail_trade,services,4477
retail_trade,services,4478
retail_trade,services,4479
retail_trade,services,4480
retail_trade,services,4481
retail_trade,services,4482
retail_trade,services,4483
retail_trade,services,4484
retail_trade,services,4485
retail_trade,services,4486
retail_trade,services,4487
retail_trade,services,4488
retail_trade,services,4489
retail_trade,services,4510
retail_trade,services,4511
retail_trade,services,4512
retail_trade,services,4513
retail_trade,services,4514
retail_trade,services,4515
retail_trade,services,4516
retail_trade,services,4517
retail_trade,services,4518
retail_trade,services,4519
retail_trade,services,4520
retail_trade,services,4521
retail_trade,services,4522
retail_trade,services,4523
retail_trade,services,4524
retail_trade,services,4525
retail_trade,services,4526
retail_trade,services,4527
retail_trade,services,4528
retail_trade,services,4529
retail_trade,services,4530
retail_trade,services,4531
retail_trade,services,4532
retail_trade,services,4533
retail_trade,services,4534
retail_trade,services,4535
retail_trade,services,4536
retail_trade,services,4537
retail_trade,services,4538
retail_trade,services,4539
retail_trade,services,4542
retail_trade,services,4543
transportation_and_warehousing,services,4810
transportation_and_warehousing,services,4811
transportation_and_warehousing,services,4812
transportation_and_warehousing,services,4813
transportation_and_warehousing,services,4814
transportation_and_warehousing,services,4815
transportation_and_warehousing,services,4816
transportation_and_warehousing,services,4817
transportation_and_warehousing,services,4818
transportation_and_warehousing,services,4819
transportation_and_warehousing,services,4881
transportation_and_warehousing,services,4820
transportation_and_warehousing,services,4821
transportation_and_warehousing,services,4822
transportation_and_warehousing,services,4823
transportation_and_warehousing,services,4824
transportation_and_warehousing,services,4825
transportation_and_warehousing,services,4826
transportation_and_warehousing,services,4827
transportation_and_warehousing,services,4828
transportation_and_warehousing,services,4829
transportation_and_warehousing,services,4882
transportation_and_warehousing,services,4830
transportation_and_warehousing,services,4831
transportation_and_warehousing,services,4832
transportation_and_warehousing,services,4833
transportation_and_warehousing,services,4834
transportation_and_warehousing,services,4835
transportation_and_warehousing,services,4836
transportation_and_warehousing,services,4837
transportation_and_warehousing,services,4838
transportation_and_warehousing,services,4839
transportation_and_warehousing,services,4883
transportation_and_warehousing,services,4885
transportation_and_warehousing,services,4889
transportation_and_warehousing,services,4840
transportation_and_warehousing,services,4841
transportation_and_warehousing,services,4842
transportation_and_warehousing,services,4843
transportation_and_warehousing,services,4844
transportation_and_warehousing,services,4845
transportation_and_warehousing,services,4846
transportation_and_warehousing,services,4847
transportation_and_warehousing,services,4848
transportation_and_warehousing,services,4849
transportation_and_warehousing,services,4884
transportation_and_warehousing,services,4850
transportation_and_warehousing,services,4851
transportation_and_warehousing,services,4852
transportation_and_warehousing,services,4853
transportation_and_warehousing,services,4854
transportation_and_warehousing,services,4855
transportation_and_warehousing,services,4856
transportation_and_warehousing,services,4857
transportation_and_warehousing,services,4858
transportation_and_warehousing,services,4859
transportation_and_warehousing,services,4860
transportation_and_warehousing,services,4861
transportation_and_warehousing,services,4862
transportation_and_warehousing,services,4863
transportation_and_warehousing,services,4864
transportation_and_warehousing,services,4865
transportation_and_warehousing,services,4866
transportation_and_warehousing,services,4867
transportation_and_warehousing,services,4868
transportation_and_warehousing,services,4869
transportation_and_warehousing,services,4870
transportation_and_warehousing,services,4871
transportation_and_warehousing,services,4872
transportation_and_warehousing,services,4873
transportation_and_warehousing,services,4874
transportation_and_warehousing,services,4875
transportation_and_warehousing,services,4876
transportation_and_warehousing,services,4877
transportation_and_warehousing,services,4878
transportation_and_warehousing,services,4879
transportation_and_warehousing,services,4910
transportation_and_warehousing,services,4911
transportation_and_warehousing,services,4912
transportation_and_warehousing,services,4913
transportation_and_warehousing,services,4914
transportation_and_warehousing,services,4915
transportation_and_warehousing,services,4916
transportation_and_warehousing,services,4917
transportation_and_warehousing,services,4918
transportation_and_warehousing,services,4919
transportation_and_warehousing,services,4920
transportation_and_warehousing,services,4921
transportation_and_warehousing,services,4922
transportation_and_warehousing,services,4923
transportation_and_warehousing,services,4924
transportation_and_warehousing,services,4925
transportation_and_warehousing,services,4926
transportation_and_warehousing,services,4927
transportation_and_warehousing,services,4928
transportation_and_warehousing,services,4929
transportation_and_warehousing,services,4930
transportation_and_warehousing,services,4931
transportation_and_warehousing,services,4932
transportation_and_warehousing,services,4933
transportation_and_warehousing,services,4934
transportation_and_warehousing,services,4935
transportation_and_warehousing,services,4936
transportation_and_warehousing,services,4937
transportation_and_warehousing,services,4938
transportation_and_warehousing,services,4939
"finance,_insurance_and_real_estate",services,5210
"finance,_insurance_and_real_estate",services,5211
"finance,_insurance_and_real_estate",services,5212
"finance,_insurance_and_real_estate",services,5213
"finance,_insurance_and_real_estate",services,5214
"finance,_insurance_and_real_estate",services,5215
"finance,_insurance_and_real_estate",services,5216
"finance,_insurance_and_real_estate",services,5217
"finance,_insurance_and_real_estate",services,5218
"finance,_insurance_and_real_estate",services,5219
"finance,_insurance_and_real_estate",services,5220
"finance,_insurance_and_real_estate",services,5221
"finance,_insurance_and_real_estate",services,5222
"finance,_insurance_and_real_estate",services,5223
"finance,_insurance_and_real_estate",services,5224
"finance,_insurance_and_real_estate",services,5225
"finance,_insurance_and_real_estate",services,5226
"finance,_insurance_and_real_estate",services,5227
"finance,_insurance_and_real_estate",services,5228
"finance,_insurance_and_real_estate",services,5229
"finance,_insurance_and_real_estate",services,5230
"finance,_insurance_and_real_estate",services,5231
"finance,_insurance_and_real_estate",services,5232
"finance,_insurance_and_real_estate",services,5233
"finance,_insurance_and_real_estate",services,5234
"finance,_insurance_and_real_estate",services,5235
"finance,_insurance_and_real_estate",services,5236
"finance,_insurance_and_real_estate",services,5237
"finance,_insurance_and_real_estate",services,5238
"finance,_insurance_and_real_estate",services,5239
"finance,_insurance_and_real_estate",services,5260
"finance,_insurance_and_real_estate",services,5261
"finance,_insurance_and_real_estate",services,5262
"finance,_insurance_and_real_estate",services,5263
"finance,_insurance_and_real_estate",services,5264
"finance,_insurance_and_real_estate",services,5265
"finance,_insurance_and_real_estate",services,5266
"finance,_insurance_and_real_estate",services,5267
"finance,_insurance_and_real_estate",services,5268
"finance,_insurance_and_real_estate",services,5269
"finance,_insurance_and_real_estate",services,5240
"finance,_insurance_and_real_estate",services,5241
"finance,_insurance_and_real_estate",services,5242
"finance,_insurance_and_real_estate",services,5243
"finance,_insurance_and_real_estate",services,5244
"finance,_insurance_and_real_estate",services,5245
"finance,_insurance_and_real_estate",services,5246
"finance,_insurance_and_real_estate",services,5247
"finance,_insurance_and_real_estate",services,5248
"finance,_insurance_and_real_estate",services,5249
"finance,_insurance_and_real_estate",services,5300
"finance,_insurance_and_real_estate",services,5301
"finance,_insurance_and_real_estate",services,5302
"finance,_insurance_and_real_estate",services,5303
"finance,_insurance_and_real_estate",services,5304
"finance,_insurance_and_real_estate",services,5305
"finance,_insurance_and_real_estate",services,5306
"finance,_insurance_and_real_estate",services,5307
"finance,_insurance_and_real_estate",services,5308
"finance,_insurance_and_real_estate",services,5309
"finance,_insurance_and_real_estate",services,5310
"finance,_insurance_and_real_estate",services,5311
"finance,_insurance_and_real_estate",services,5312
"finance,_insurance_and_real_estate",services,5313
"finance,_insurance_and_real_estate",services,5314
"finance,_insurance_and_real_estate",services,5315
"finance,_insurance_and_real_estate",services,5316
"finance,_insurance_and_real_estate",services,5317
"finance,_insurance_and_real_estate",services,5318
"finance,_insurance_and_real_estate",services,5319
"finance,_insurance_and_real_estate",services,5320
"finance,_insurance_and_real_estate",services,5321
"finance,_insurance_and_real_estate",services,5322
"finance,_insurance_and_real_estate",services,5323
"finance,_insurance_and_real_estate",services,5324
"finance,_insurance_and_real_estate",services,5325
"finance,_insurance_and_real_estate",services,5326
"finance,_insurance_and_real_estate",services,5327
"finance,_insurance_and_real_estate",services,5328
"finance,_insurance_and_real_estate",services,5329
"finance,_insurance_and_real_estate",services,5330
"finance,_insurance_and_real_estate",services,5331
"finance,_insurance_and_real_estate",services,5332
"finance,_insurance_and_real_estate",services,5333
"finance,_insurance_and_real_estate",services,5334
"finance,_insurance_and_real_estate",services,5335
"finance,_insurance_and_real_estate",services,5336
"finance,_insurance_and_real_estate",services,5337
"finance,_insurance_and_real_estate",services,5338
"finance,_insurance_and_real_estate",services,5339
"finance,_insurance_and_real_estate",services,5340
"finance,_insurance_and_real_estate",services,5341
"finance,_insurance_and_real_estate",services,5342
"finance,_insurance_and_real_estate",services,5343
"finance,_insurance_and_real_estate",services,5344
"finance,_insurance_and_real_estate",services,5345
"finance,_insurance_and_real_estate",services,5346
"finance,_insurance_and_real_estate",services,5347
"finance,_insurance_and_real_estate",services,5348
"finance,_insurance_and_real_estate",services,5349
"finance,_insurance_and_real_estate",services,5350
"finance,_insurance_and_real_estate",services,5351
"finance,_insurance_and_real_estate",services,5352
"finance,_insurance_and_real_estate",services,5353
"finance,_insurance_and_real_estate",services,5354
"finance,_insurance_and_real_estate",services,5355
"finance,_insurance_and_real_estate",services,5356
"finance,_insurance_and_real_estate",services,5357
"finance,_insurance_and_real_estate",services,5358
"finance,_insurance_and_real_estate",services,5359
"finance,_insurance_and_real_estate",services,5360
"finance,_insurance_and_real_estate",services,5361
"finance,_insurance_and_real_estate",services,5362
"finance,_insurance_and_real_estate",services,5363
"finance,_insurance_and_real_estate",services,5364
"finance,_insurance_and_real_estate",services,5365
"finance,_insurance_and_real_estate",services,5366
"finance,_insurance_and_real_estate",services,5367
"finance,_insurance_and_real_estate",services,5368
"finance,_insurance_and_real_estate",services,5369
"finance,_insurance_and_real_estate",services,5370
"finance,_insurance_and_real_estate",services,5371
"finance,_insurance_and_real_estate",services,5372
"finance,_insurance_and_real_estate",services,5373
"finance,_insurance_and_real_estate",services,5374
"finance,_insurance_and_real_estate",services,5375
"finance,_insurance_and_real_estate",services,5376
"finance,_insurance_and_real_estate",services,5377
"finance,_insurance_and_real_estate",services,5378
"finance,_insurance_and_real_estate",services,5379
"finance,_insurance_and_real_estate",services,5380
"finance,_insurance_and_real_estate",services,5381
"finance,_insurance_and_real_estate",services,5382
"finance,_insurance_and_real_estate",services,5383
"finance,_insurance_and_real_estate",services,5384
"finance,_insurance_and_real_estate",services,5385
"finance,_insurance_and_real_estate",services,5386
"finance,_insurance_and_real_estate",services,5387
"finance,_insurance_and_real_estate",services,5388
"finance,_insurance_and_real_estate",services,5389
"finance,_insurance_and_real_estate",services,5390
"finance,_insurance_and_real_estate",services,5391
"finance,_insurance_and_real_estate",services,5392
"finance,_insurance_and_real_estate",services,5393
"finance,_insurance_and_real_estate",services,5394
"finance,_insurance_and_real_estate",services,5395
"finance,_insurance_and_real_estate",services,5396
"finance,_insurance_and_real_estate",services,5397
"finance,_insurance_and_real_estate",services,5398
"finance,_insurance_and_real_estate",services,5399
"professional,_scientific_and_technical_services",services,5413
"professional,_scientific_and_technical_services",services,5415
"professional,_scientific_and_technical_services",services,5416
"professional,_scientific_and_technical_services",services,5411
"professional,_scientific_and_technical_services",services,5412
"professional,_scientific_and_technical_services",services,5414
"professional,_scientific_and_technical_services",services,5417
"professional,_scientific_and_technical_services",services,5418
"professional,_scientific_and_technical_services",services,5419
"business,_building_and_other_support_services",services,5615
"business,_building_and_other_support_services",services,5511
"business,_building_and_other_support_services",services,5621
"business,_building_and_other_support_services",services,5622
"business,_building_and_other_support_services",services,5611
"business,_building_and_other_support_services",services,5612
"business,_building_and_other_support_services",services,5613
"business,_building_and_other_support_services",services,5614
"business,_building_and_other_support_services",services,5616
"business,_building_and_other_support_services",services,5617
"business,_building_and_other_support_services",services,5619
educational_services,services,6111
educational_services,services,6112
educational_services,services,6113
educational_services,services,6114
educational_services,services,6115
educational_services,services,6116
educational_services,services,6117
health_care_and_social_assistance,services,6210
health_care_and_social_assistance,services,6211
health_care_and_social_assistance,services,6212
health_care_and_social_assistance,services,6213
health_care_and_social_assistance,services,6214
health_care_and_social_assistance,services,6215
health_care_and_social_assistance,services,6216
health_care_and_social_assistance,services,6217
health_care_and_social_assistance,services,6218
health_care_and_social_assistance,services,6219
health_care_and_social_assistance,services,6220
health_care_and_social_assistance,services,6221
health_care_and_social_assistance,services,6222
health_care_and_social_assistance,services,6223
health_care_and_social_assistance,services,6224
health_care_and_social_assistance,services,6225
health_care_and_social_assistance,services,6226
health_care_and_social_assistance,services,6227
health_care_and_social_assistance,services,6228
health_care_and_social_assistance,services,6229
health_care_and_social_assistance,services,6230
health_care_and_social_assistance,services,6231
health_care_and_social_assistance,services,6232
health_care_and_social_assistance,services,6233
health_care_and_social_assistance,services,6234
health_care_and_social_assistance,services,6235
health_care_and_social_assistance,services,6236
health_care_and_social_assistance,services,6237
health_care_and_social_assistance,services,6238
health_care_and_social_assistance,services,6239
health_care_and_social_assistance,services,6240
health_care_and_social_assistance,services,6241
health_care_and_social_assistance,services,6242
health_care_and_social_assistance,services,6243
health_care_and_social_assistance,services,6244
health_care_and_social_assistance,services,6245
health_care_and_social_assistance,services,6246
health_care_and_social_assistance,services,6247
health_care_and_social_assistance,services,6248
health_care_and_social_assistance,services,6249
"information,_culture_and_recreation",services,5110
"information,_culture_and_recreation",services,5111
"information,_culture_and_recreation",services,5112
"information,_culture_and_recreation",services,5113
"information,_culture_and_recreation",services,5114
"information,_culture_and_recreation",services,5115
"information,_culture_and_recreation",services,5116
"information,_culture_and_recreation",services,5117
"information,_culture_and_recreation",services,5118
"information,_culture_and_recreation",services,5119
"information,_culture_and_recreation",services,5120
"information,_culture_and_recreation",services,5121
"information,_culture_and_recreation",services,5122
"information,_culture_and_recreation",services,5123
"information,_culture_and_recreation",services,5124
"information,_culture_and_recreation",services,5125
"information,_culture_and_recreation",services,5126
"information,_culture_and_recreation",services,5127
"information,_culture_and_recreation",services,5128
"information,_culture_and_recreation",services,5129
"information,_culture_and_recreation",services,5170
"information,_culture_and_recreation",services,5171
"information,_culture_and_recreation",services,5172
"information,_culture_and_recreation",services,5173
"information,_culture_and_recreation",services,5174
