naics,aggregate_industry
3313,manufacturing
3314,manufacturing
3315,manufacturing
3316,manufacturing
3317,manufacturing
3318,manufacturing
3319,manufacturing
3320,manufacturing
3321,manufacturing
3322,manufacturing
3323,manufacturing
3324,manufacturing
3325,manufacturing
3326,manufacturing
3327,manufacturing
3328,manufacturing
3329,manufacturing
3330,manufacturing
3331,manufacturing
3332,manufacturing
3333,manufacturing
3334,manufacturing
3335,manufacturing
3336,manufacturing
3337,manufacturing
3338,manufacturing
3339,manufacturing
3366,manufacturing
3361,manufacturing
3362,manufacturing
3363,manufacturing
3364,manufacturing
3365,manufacturing
3369,manufacturing
3130,manufacturing
3131,manufacturing
3132,manufacturing
3133,manufacturing
3134,manufacturing
3135,manufacturing
3136,manufacturing
3137,manufacturing
3138,manufacturing
3139,manufacturing
3140,manufacturing
3141,manufacturing
3142,manufacturing
3143,manufacturing
3144,manufacturing
3145,manufacturing
3146,manufacturing
3147,manufacturing
3148,manufacturing
3149,manufacturing
3150,manufacturing
3151,manufacturing
3152,manufacturing
3153,manufacturing
3154,manufacturing
3155,manufacturing
3156,manufacturing
3157,manufacturing
3158,manufacturing
3159,manufacturing
3160,manufacturing
3161,manufacturing
3162,manufacturing
3163,manufacturing
3164,manufacturing
3165,manufacturing
3166,manufacturing
3167,manufacturing
3168,manufacturing
3169,manufacturing
3230,manufacturing
3231,manufacturing
3232,manufacturing
3233,manufacturing
3234,manufacturing
3235,manufacturing
3236,manufacturing
3237,manufacturing
3238,manufacturing
3239,manufacturing
3240,manufacturing
3241,manufacturing
3242,manufacturing
3243,manufacturing
3244,manufacturing
3245,manufacturing
3246,manufacturing
3247,manufacturing
3248,manufacturing
3249,manufacturing
3250,manufacturing
3251,manufacturing
3252,manufacturing
3253,manufacturing
3254,manufacturing
3255,manufacturing
3256,manufacturing
3257,manufacturing
3258,manufacturing
3259,manufacturing
3260,manufacturing
3261,manufacturing
3262,manufacturing
3263,manufacturing
3264,manufacturing
3265,manufacturing
3266,manufacturing
3267,manufacturing
3268,manufacturing
3269,manufacturing
3270,manufacturing
3271,manufacturing
3272,manufacturing
3273,manufacturing
3274,manufacturing
3275,manufacturing
3276,manufacturing
3277,manufacturing
3278,manufacturing
3279,manufacturing
3340,manufacturing
3341,manufacturing
3342,manufacturing
3343,manufacturing
3344,manufacturing
3345,manufacturing
3346,manufacturing
3347,manufacturing
3348,manufacturing
3349,manufacturing
3350,manufacturing
3351,manufacturing
3352,manufacturing
3353,manufacturing
3354,manufacturing
3355,manufacturing
3356,manufacturing
3357,manufacturing
3358,manufacturing
3359,manufacturing
3370,manufacturing
3371,manufacturing
3372,manufacturing
3373,manufacturing
3374,manufacturing
3375,manufacturing
3376,manufacturing
3377,manufacturing
3378,manufacturing
3379,manufacturing
3390,manufacturing
3391,manufacturing
3392,manufacturing
3393,manufacturing
3394,manufacturing
3395,manufacturing
3396,manufacturing
3397,manufacturing
3398,manufacturing
3399,manufacturing
4100,wholesale_trade
4101,wholesale_trade
4102,wholesale_trade
4103,wholesale_trade
4104,wholesale_trade
4105,wholesale_trade
4106,wholesale_trade
4107,wholesale_trade
4108,wholesale_trade
4109,wholesale_trade
4110,wholesale_trade
4111,wholesale_trade
4112,wholesale_trade
4113,wholesale_trade
4114,wholesale_trade
4115,wholesale_trade
4116,wholesale_trade
4117,wholesale_trade
4118,wholesale_trade
4119,wholesale_trade
4120,wholesale_trade
4121,wholesale_trade
4122,wholesale_trade
4123,wholesale_trade
4124,wholesale_trade
4125,wholesale_trade
4126,wholesale_trade
4127,wholesale_trade
4128,wholesale_trade
4129,wholesale_trade
4130,wholesale_trade
4131,wholesale_trade
4132,wholesale_trade
4133,wholesale_trade
4134,wholesale_trade
4135,wholesale_trade
4136,wholesale_trade
4137,wholesale_trade
4138,wholesale_trade
4139,wholesale_trade
4140,wholesale_trade
4141,wholesale_trade
4142,wholesale_trade
4143,wholesale_trade
4144,wholesale_trade
4145,wholesale_trade
4146,wholesale_trade
4147,wholesale_trade
4148,wholesale_trade
4149,wholesale_trade
4150,wholesale_trade
4151,wholesale_trade
4152,wholesale_trade
4153,wholesale_trade
4154,wholesale_trade
4155,wholesale_trade
4156,wholesale_trade
4157,wholesale_trade
4158,wholesale_trade
4159,wholesale_trade
4160,wholesale_trade
4161,wholesale_trade
4162,wholesale_trade
4163,wholesale_trade
4164,wholesale_trade
4165,wholesale_trade
4166,wholesale_trade
4167,wholesale_trade
4168,wholesale_trade
4169,wholesale_trade
4170,wholesale_trade
4171,wholesale_trade
4172,wholesale_trade
4173,wholesale_trade
4174,wholesale_trade
4175,wholesale_trade
4176,wholesale_trade
4177,wholesale_trade
4178,wholesale_trade
4179,wholesale_trade
4180,wholesale_trade
4181,wholesale_trade
4182,wholesale_trade
4183,wholesale_trade
4184,wholesale_trade
4185,wholesale_trade
4186,wholesale_trade
4187,wholesale_trade
4188,wholesale_trade
4189,wholesale_trade
4190,wholesale_trade
4191,wholesale_trade
4192,wholesale_trade
4193,wholesale_trade
4194,wholesale_trade
4195,wholesale_trade
4196,wholesale_trade
4197,wholesale_trade
4198,wholesale_trade
4199,wholesale_trade
4410,retail_trade
4411,retail_trade
4412,retail_trade
4413,retail_trade
4414,retail_trade
4415,retail_trade
4416,retail_trade
4417,retail_trade
4418,retail_trade
4419,retail_trade
4460,retail_trade
4461,retail_trade
4462,retail_trade
4463,retail_trade
4464,retail_trade
4465,retail_trade
4466,retail_trade
4467,retail_trade
4468,retail_trade
4469,retail_trade
4541,retail_trade
4420,retail_trade
4421,retail_trade
4422,retail_trade
4423,retail_trade
4424,retail_trade
4425,retail_trade
4426,retail_trade
4427,retail_trade
4428,retail_trade
4429,retail_trade
4430,retail_trade
4431,retail_trade
4432,retail_trade
4433,retail_trade
4434,retail_trade
4435,retail_trade
4436,retail_trade
4437,retail_trade
4438,retail_trade
4439,retail_trade
4440,retail_trade
4441,retail_trade
4442,retail_trade
4443,retail_trade
4444,retail_trade
4445,retail_trade
4446,retail_trade
4447,retail_trade
4448,retail_trade
4449,retail_trade
4450,retail_trade
4451,retail_trade
4452,retail_trade
4453,retail_trade
4454,retail_trade
4455,retail_trade
4456,retail_trade
4457,retail_trade
4458,retail_trade
4459,retail_trade
4470,retail_trade
4471,retail_trade
4472,retail_trade
4473,retail_trade
4474,retail_trade
4475,retail_trade
4476,retail_trade
4477,retail_trade
4478,retail_trade
4479,retail_trade
4480,retail_trade
4481,retail_trade
4482,retail_trade
4483,retail_trade
4484,retail_trade
4485,retail_trade
4486,retail_trade
4487,retail_trade
4488,retail_trade
4489,retail_trade
4510,retail_trade
4511,retail_trade
4512,retail_trade
4513,retail_trade
4514,retail_trade
4515,retail_trade
4516,retail_trade
4517,retail_trade
4518,retail_trade
4519,retail_trade
4520,retail_trade
4521,retail_trade
4522,retail_trade
4523,retail_trade
4524,retail_trade
4525,retail_trade
4526,retail_trade
4527,retail_trade
4528,retail_trade
4529,retail_trade
4530,retail_trade
4531,retail_trade
4532,retail_trade
4533,retail_trade
4534,retail_trade
4535,retail_trade
4536,retail_trade
4537,retail_trade
4538,retail_trade
4539,retail_trade
4542,retail_trade
4543,retail_trade
4810,transportation_and_warehousing
4811,transportation_and_warehousing
4812,transportation_and_warehousing
4813,transportation_and_warehousing
4814,transportation_and_warehousing
4815,transportation_and_warehousing
4816,transportation_and_warehousing
4817,transportation_and_warehousing
4818,transportation_and_warehousing
4819,transportation_and_warehousing
4881,transportation_and_warehousing
4820,transportation_and_warehousing
4821,transportation_and_warehousing
4822,transportation_and_warehousing
4823,transportation_and_warehousing
4824,transportation_and_warehousing
4825,transportation_and_warehousing
4826,transportation_and_warehousing
4827,transportation_and_warehousing
4828,transportation_and_warehousing
4829,transportation_and_warehousing
4882,transportation_and_warehousing
4830,transportation_and_warehousing
4831,transportation_and_warehousing
4832,transportation_and_warehousing
4833,transportation_and_warehousing
4834,transportation_and_warehousing
4835,transportation_and_warehousing
4836,transportation_and_warehousing
4837,transportation_and_warehousing
4838,transportation_and_warehousing
4839,transportation_and_warehousing
4883,transportation_and_warehousing
4885,transportation_and_warehousing
4889,transportation_and_warehousing
4840,transportation_and_warehousing
4841,transportation_and_warehousing
4842,transportation_and_warehousing
4843,transportation_and_warehousing
4844,transportation_and_warehousing
4845,transportation_and_warehousing
4846,transportation_and_warehousing
4847,transportation_and_warehousing
4848,transportation_and_warehousing
4849,transportation_and_warehousing
4884,transportation_and_warehousing
4850,transportation_and_warehousing
4851,transportation_and_warehousing
4852,transportation_and_warehousing
4853,transportation_and_warehousing
4854,transportation_and_warehousing
4855,transportation_and_warehousing
4856,transportation_and_warehousing
4857,transportation_and_warehousing
4858,transportation_and_warehousing
4859,transportation_and_warehousing
4860,transportation_and_warehousing
4861,transportation_and_warehousing
4862,transportation_and_warehousing
4863,transportation_and_warehousing
4864,transportation_and_warehousing
4865,transportation_and_warehousing
4866,transportation_and_warehousing
4867,transportation_and_warehousing
4868,transportation_and_warehousing
4869,transportation_and_warehousing
4870,transportation_and_warehousing
4871,transportation_and_warehousing
4872,transportation_and_warehousing
4873,transportation_and_warehousing
4874,transportation_and_warehousing
4875,transportation_and_warehousing
4876,transportation_and_warehousing
4877,transportation_and_warehousing
4878,transportation_and_warehousing
4879,transportation_and_warehousing
4910,transportation_and_warehousing
4911,transportation_and_warehousing
4912,transportation_and_warehousing
4913,transportation_and_warehousing
4914,transportation_and_warehousing
4915,transportation_and_warehousing
4916,transportation_and_warehousing
4917,transportation_and_warehousing
4918,transportation_and_warehousing
4919,transportation_and_warehousing
4920,transportation_and_warehousing
4921,transportation_and_warehousing
4922,transportation_and_warehousing
4923,transportation_and_warehousing
4924,transportation_and_warehousing
4925,transportation_and_warehousing
4926,transportation_and_warehousing
4927,transportation_and_warehousing
4928,transportation_and_warehousing
4929,transportation_and_warehousing
4930,transportation_and_warehousing
4931,transportation_and_warehousing
4932,transportation_and_warehousing
4933,transportation_and_warehousing
4934,transportation_and_warehousing
4935,transportation_and_warehousing
4936,transportation_and_warehousing
4937,transportation_and_warehousing
4938,transportation_and_warehousing
4939,transportation_and_warehousing
5210,"finance,_insurance_and_real_estate"
5211,"finance,_insurance_and_real_estate"
5212,"finance,_insurance_and_real_estate"
5213,"finance,_insurance_and_real_estate"
5214,"finance,_insurance_and_real_estate"
5215,"finance,_insurance_and_real_estate"
5216,"finance,_insurance_and_real_estate"
5217,"finance,_insurance_and_real_estate"
5218,"finance,_insurance_and_real_estate"
5219,"finance,_insurance_and_real_estate"
5220,"finance,_insurance_and_real_estate"
5221,"finance,_insurance_and_real_estate"
5222,"finance,_insurance_and_real_estate"
5223,"finance,_insurance_and_real_estate"
5224,"finance,_insurance_and_real_estate"
5225,"finance,_insurance_and_real_estate"
5226,"finance,_insurance_and_real_estate"
5227,"finance,_insurance_and_real_estate"
5228,"finance,_insurance_and_real_estate"
5229,"finance,_insurance_and_real_estate"
5230,"finance,_insurance_and_real_estate"
5231,"finance,_insurance_and_real_estate"
5232,"finance,_insurance_and_real_estate"
5233,"finance,_insurance_and_real_estate"
5234,"finance,_insurance_and_real_estate"
5235,"finance,_insurance_and_real_estate"
5236,"finance,_insurance_and_real_estate"
5237,"finance,_insurance_and_real_estate"
5238,"finance,_insurance_and_real_estate"
5239,"finance,_insurance_and_real_estate"
5260,"finance,_insurance_and_real_estate"
5261,"finance,_insurance_and_real_estate"
5262,"finance,_insurance_and_real_estate"
5263,"finance,_insurance_and_real_estate"
5264,"finance,_insurance_and_real_estate"
5265,"finance,_insurance_and_real_estate"
5266,"finance,_insurance_and_real_estate"
5267,"finance,_insurance_and_real_estate"
5268,"finance,_insurance_and_real_estate"
5269,"finance,_insurance_and_real_estate"
5240,"finance,_insurance_and_real_estate"
5241,"finance,_insurance_and_real_estate"
5242,"finance,_insurance_and_real_estate"
5243,"finance,_insurance_and_real_estate"
5244,"finance,_insurance_and_real_estate"
5245,"finance,_insurance_and_real_estate"
5246,"finance,_insurance_and_real_estate"
5247,"finance,_insurance_and_real_estate"
5248,"finance,_insurance_and_real_estate"
5249,"finance,_insurance_and_real_estate"
5300,"finance,_insurance_and_real_estate"
5301,"finance,_insurance_and_real_estate"
5302,"finance,_insurance_and_real_estate"
5303,"finance,_insurance_and_real_estate"
5304,"finance,_insurance_and_real_estate"
5305,"finance,_insurance_and_real_estate"
5306,"finance,_insurance_and_real_estate"
5307,"finance,_insurance_and_real_estate"
5308,"finance,_insurance_and_real_estate"
5309,"finance,_insurance_and_real_estate"
5310,"finance,_insurance_and_real_estate"
5311,"finance,_insurance_and_real_estate"
5312,"finance,_insurance_and_real_estate"
5313,"finance,_insurance_and_real_estate"
5314,"finance,_insurance_and_real_estate"
5315,"finance,_insurance_and_real_estate"
5316,"finance,_insurance_and_real_estate"
5317,"finance,_insurance_and_real_estate"
5318,"finance,_insurance_and_real_estate"
5319,"finance,_insurance_and_real_estate"
5320,"finance,_insurance_and_real_estate"
5321,"finance,_insurance_and_real_estate"
5322,"finance,_insurance_and_real_estate"
5323,"finance,_insurance_and_real_estate"
5324,"finance,_insurance_and_real_estate"
5325,"finance,_insurance_and_real_estate"
5326,"finance,_insurance_and_real_estate"
5327,"finance,_insurance_and_real_estate"
5328,"finance,_insurance_and_real_estate"
5329,"finance,_insurance_and_real_estate"
5330,"finance,_insurance_and_real_estate"
5331,"finance,_insurance_and_real_estate"
5332,"finance,_insurance_and_real_estate"
5333,"finance,_insurance_and_real_estate"
5334,"finance,_insurance_and_real_estate"
5335,"finance,_insurance_and_real_estate"
5336,"finance,_insurance_and_real_estate"
5337,"finance,_insurance_and_real_estate"
5338,"finance,_insurance_and_real_estate"
5339,"finance,_insurance_and_real_estate"
5340,"finance,_insurance_and_real_estate"
5341,"finance,_insurance_and_real_estate"
5342,"finance,_insurance_and_real_estate"
5343,"finance,_insurance_and_real_estate"
5344,"finance,_insurance_and_real_estate"
5345,"finance,_insurance_and_real_estate"
5346,"finance,_insurance_and_real_estate"
5347,"finance,_insurance_and_real_estate"
5348,"finance,_insurance_and_real_estate"
5349,"finance,_insurance_and_real_estate"
5350,"finance,_insurance_and_real_estate"
5351,"finance,_insurance_and_real_estate"
5352,"finance,_insurance_and_real_estate"
5353,"finance,_insurance_and_real_estate"
5354,"finance,_insurance_and_real_estate"
5355,"finance,_insurance_and_real_estate"
5356,"finance,_insurance_and_real_estate"
5357,"finance,_insurance_and_real_estate"
5358,"finance,_insurance_and_real_estate"
5359,"finance,_insurance_and_real_estate"
5360,"finance,_insurance_and_real_estate"
5361,"finance,_insurance_and_real_estate"
5362,"finance,_insurance_and_real_estate"
5363,"finance,_insurance_and_real_estate"
5364,"finance,_insurance_and_real_estate"
5365,"finance,_insurance_and_real_estate"
5366,"finance,_insurance_and_real_estate"
5367,"finance,_insurance_and_real_estate"
5368,"finance,_insurance_and_real_estate"
5369,"finance,_insurance_and_real_estate"
5370,"finance,_insurance_and_real_estate"
5371,"finance,_insurance_and_real_estate"
5372,"finance,_insurance_and_real_estate"
5373,"finance,_insurance_and_real_estate"
5374,"finance,_insurance_and_real_estate"
5375,"finance,_insurance_and_real_estate"
5376,"finance,_insurance_and_real_estate"
5377,"finance,_insurance_and_real_estate"
5378,"finance,_insurance_and_real_estate"
5379,"finance,_insurance_and_real_estate"
5380,"finance,_insurance_and_real_estate"
5381,"finance,_insurance_and_real_estate"
5382,"finance,_insurance_and_real_estate"
5383,"finance,_insurance_and_real_estate"
5384,"finance,_insurance_and_real_estate"
5385,"finance,_insurance_and_real_estate"
5386,"finance,_insurance_and_real_estate"
5387,"finance,_insurance_and_real_estate"
5388,"finance,_insurance_and_real_estate"
5389,"finance,_insurance_and_real_estate"
5390,"finance,_insurance_and_real_estate"
5391,"finance,_insurance_and_real_estate"
5392,"finance,_insurance_and_real_estate"
5393,"finance,_insurance_and_real_estate"
5394,"finance,_insurance_and_real_estate"
5395,"finance,_insurance_and_real_estate"
5396,"finance,_insurance_and_real_estate"
5397,"finance,_insurance_and_real_estate"
5398,"finance,_insurance_and_real_estate"
5399,"finance,_insurance_and_real_estate"
5413,"professional,_scientific_and_technical_services"
5415,"professional,_scientific_and_technical_services"
5416,"professional,_scientific_and_technical_services"
5411,"professional,_scientific_and_technical_services"
5412,"professional,_scientific_and_technical_services"
5414,"professional,_scientific_and_technical_services"
5417,"professional,_scientific_and_technical_services"
5418,"professional,_scientific_and_technical_services"
5419,"professional,_scientific_and_technical_services"
5615,"business,_building_and_other_support_services"
5511,"business,_building_and_other_support_services"
5621,"business,_building_and_other_support_services"
5622,"business,_building_and_other_support_services"
5611,"business,_building_and_other_support_services"
5612,"business,_building_and_other_support_services"
5613,"business,_building_and_other_support_services"
5614,"business,_building_and_other_support_services"
5616,"business,_building_and_other_support_services"
5617,"business,_building_and_other_support_services"
5619,"business,_building_and_other_support_services"
5629,"business,_building_and_other_support_services"
6111,educational_services
6112,educational_services
6113,educational_services
6114,educational_services
6115,educational_services
6116,educational_services
6117,educational_services
6210,health_care_and_social_assistance
6211,health_care_and_social_assistance
6212,health_care_and_social_assistance
6213,health_care_and_social_assistance
6214,health_care_and_social_assistance
6215,health_care_and_social_assistance
6216,health_care_and_social_assistance
6217,health_care_and_social_assistance
6218,health_care_and_social_assistance
6219,health_care_and_social_assistance
6220,health_care_and_social_assistance
6221,health_care_and_social_assistance
6222,health_care_and_social_assistance
6223,health_care_and_social_assistance
6224,health_care_and_social_assistance
6225,health_care_and_social_assistance
6226,health_care_and_social_assistance
6227,health_care_and_social_assistance
6228,health_care_and_social_assistance
6229,health_care_and_social_assistance
6230,health_care_and_social_assistance
6231,health_care_and_social_assistance
6232,health_care_and_social_assistance
6233,health_care_and_social_assistance
6234,health_care_and_social_assistance
6235,health_care_and_social_assistance
6236,health_care_and_social_assistance
6237,health_care_and_social_assistance
6238,health_care_and_social_assistance
6239,health_care_and_social_assistance
6240,health_care_and_social_assistance
6241,health_care_and_social_assistance
6242,health_care_and_social_assistance
6243,health_care_and_social_assistance
6244,health_care_and_social_assistance
6245,health_care_and_social_assistance
6246,health_care_and_social_assistance
6247,health_care_and_social_assistance
6248,health_care_and_social_assistance
6249,health_care_and_social_assistance
5110,"information,_culture_and_recreation"
5111,"information,_culture_and_recreation"
5112,"information,_culture_and_recreation"
5113,"information,_culture_and_recreation"
5114,"information,_culture_and_recreation"
5115,"information,_culture_and_recreation"
5116,"information,_culture_and_recreation"
5117,"information,_culture_and_recreation"
5118,"information,_culture_and_recreation"
5119,"information,_culture_and_recreation"
5120,"information,_culture_and_recreation"
5121,"information,_culture_and_recreation"
5122,"information,_culture_and_recreation"
5123,"information,_culture_and_recreation"
5124,"information,_culture_and_recreation"
5125,"information,_culture_and_recreation"
5126,"information,_culture_and_recreation"
5127,"information,_culture_and_recreation"
5128,"information,_culture_and_recreation"
5129,"information,_culture_and_recreation"
5170,"information,_culture_and_recreation"
5171,"information,_culture_and_recreation"
5172,"information,_culture_and_recreation"
5173,"information,_culture_and_recreation"
5174,"information,_culture_and_recreation"
5175,"information,_culture_and_recreation"
5176,"information,_culture_and_recreation"
5177,"information,_culture_and_recreation"
5178,"information,_culture_and_recreation"
5179,"information,_culture_and_recreation"
5150,"information,_culture_and_recreation"
5151,"information,_culture_and_recreation"
5152,"information,_culture_and_recreation"
5153,"information,_culture_and_recreation"
5154,"information,_culture_and_recreation"
5155,"information,_culture_and_recreation"
5156,"information,_culture_and_recreation"
5157,"information,_culture_and_recreation"
5158,"information,_culture_and_recreation"
5159,"information,_culture_and_recreation"
5180,"information,_culture_and_recreation"
5181,"information,_culture_and_recreation"
5182,"information,_culture_and_recreation"
5183,"information,_culture_and_recreation"
5184,"information,_culture_and_recreation"
5185,"information,_culture_and_recreation"
5186,"information,_culture_and_recreation"
5187,"information,_culture_and_recreation"
5188,"information,_culture_and_recreation"
5189,"information,_culture_and_recreation"
5190,"information,_culture_and_recreation"
5191,"information,_culture_and_recreation"
5192,"information,_culture_and_recreation"
5193,"information,_culture_and_recreation"
5194,"information,_culture_and_recreation"
5195,"information,_culture_and_recreation"
5196,"information,_culture_and_recreation"
5197,"information,_culture_and_recreation"
5198,"information,_culture_and_recreation"
5199,"information,_culture_and_recreation"
7110,"information,_culture_and_recreation"
7111,"information,_culture_and_recreation"
7112,"information,_culture_and_recreation"
7113,"information,_culture_and_recreation"
7114,"information,_culture_and_recreation"
7115,"information,_culture_and_recreation"
7116,"information,_culture_and_recreation"
7117,"information,_culture_and_recreation"
7118,"information,_culture_and_recreation"
7119,"information,_culture_and_recreation"
7130,"information,_culture_and_recreation"
7131,"information,_culture_and_recreation"
7132,"information,_culture_and_recreation"
7133,"information,_culture_and_recreation"
7134,"information,_culture_and_recreation"
7135,"information,_culture_and_recreation"
7136,"information,_culture_and_recreation"
7137,"information,_culture_and_recreation"
7138,"information,_culture_and_recreation"
7139,"information,_culture_and_recreation"
7120,"information,_culture_and_recreation"
7121,"information,_culture_and_recreation"
7122,"information,_culture_and_recreation"
7123,"information,_culture_and_recreation"
7124,"information,_culture_and_recreation"
7125,"information,_culture_and_recreation"
7126,"information,_culture_and_recreation"
7127,"information,_culture_and_recreation"
7128,"information,_culture_and_recreation"
7129,"information,_culture_and_recreation"
7210,accommodation_and_food_services
7211,accommodation_and_food_services
7212,accommodation_and_food_services
7213,accommodation_and_food_services
7214,accommodation_and_food_services
7215,accommodation_and_food_services
7216,accommodation_and_food_services
7217,accommodation_and_food_services
7218,accommodation_and_food_services
7219,accommodation_and_food_services
7220,accommodation_and_food_services
7221,accommodation_and_food_services
7222,accommodation_and_food_services
7223,accommodation_and_food_services
7224,accommodation_and_food_services
7225,accommodation_and_food_services
7226,accommodation_and_food_services
7227,accommodation_and_food_services
7228,accommodation_and_food_services
7229,accommodation_and_food_services
8111,"repair,_personal_and_non-profit_services"
8141,"repair,_personal_and_non-profit_services"
8131,"repair,_personal_and_non-profit_services"
8132,"repair,_personal_and_non-profit_services"
8133,"repair,_personal_and_non-profit_services"
8134,"repair,_personal_and_non-profit_services"
8139,"repair,_personal_and_non-profit_services"
8121,"repair,_personal_and_non-profit_services"
8122,"repair,_personal_and_non-profit_services"
8123,"repair,_personal_and_non-profit_services"
8129,"repair,_personal_and_non-profit_services"
8112,"repair,_personal_and_non-profit_services"
8113,"repair,_personal_and_non-profit_services"
8114,"repair,_personal_and_non-profit_services"
9110,public_administration
9111,public_administration
9112,public_administration
9113,public_administration
9114,public_administration
9115,public_administration
9116,public_administration
9117,public_administration
9118,public_administration
9119,public_administration
9120,public_administration
9121,public_administration
9122,public_administration
9123,public_administration
9124,public_administration
9125,public_administration
9126,public_administration
9127,public_administration
9128,public_administration
9129,public_administration
9130,public_administration
9131,public_administration
9132,public_administration
9133,public_administration
9134,public_administration
9135,public_administration
9136,public_administration
9137,public_administration
9138,public_administration
9139,public_administration
9140,public_administration
9141,public_administration
9142,public_administration
9143,public_administration
9144,public_administration
9145,public_administration
9146,public_administration
9147,public_administration
9148,public_administration
9149,public_administration
9190,public_administration
9191,public_administration
9192,public_administration
9193,public_administration
